"x" "y" "sim1" "sim2" "sim3" "sim4"
"1291" 190262.5 315587.5 0.0369976200163364 0.289776593446732 0.189778938889503 -0.10952553153038
"1292" 190287.5 315587.5 -0.0284890420734882 0.0392984226346016 0.227235600352287 0.0677184760570526
"1293" 190312.5 315587.5 0.0569437108933926 0.0173163712024689 -0.0551419593393803 0.0944072082638741
"1294" 190337.5 315587.5 -0.221708089113235 0.105117164552212 -0.166233032941818 0.266625046730042
"1295" 190362.5 315587.5 0.171331241726875 0.216039165854454 0.168459728360176 -0.0631794631481171
"1296" 190387.5 315587.5 -0.195779427886009 -0.237337201833725 -0.247294768691063 0.149710044264793
"1297" 190412.5 315587.5 0.0266966801136732 -0.301257371902466 0.075113520026207 0.0924356877803802
"1298" 190437.5 315587.5 0.0230671372264624 -0.0285804737359285 0.0267139300704002 -0.279720187187195
"1299" 190462.5 315587.5 0.153478264808655 0.0522716492414474 -0.108312956988811 0.0414863675832748
"1300" 190487.5 315587.5 0.263982683420181 -0.0338032022118568 -0.0426931604743004 0.0785165429115295
"1301" 190512.5 315587.5 -0.00932635553181171 -0.129502952098846 -0.008290053345263 0.0705273076891899
"1302" 190537.5 315587.5 0.058224268257618 -0.061285462230444 0.131663113832474 -0.145186349749565
"1303" 190562.5 315587.5 0.125506594777107 0.214459389448166 -0.134178638458252 0.253606498241425
"1304" 190587.5 315587.5 -0.155055806040764 -0.208410054445267 -0.0742613300681114 -0.230599820613861
"1305" 190612.5 315587.5 -0.0204831045120955 0.080216184258461 0.205900028347969 0.310503870248795
"1306" 190637.5 315587.5 0.145712286233902 0.269517719745636 0.0879766866564751 -0.174896970391273
"1307" 190662.5 315587.5 0.0613527558743954 0.00749843753874302 -0.088362842798233 0.187693521380424
"1308" 190687.5 315587.5 0.252611368894577 0.102468155324459 0.174809917807579 -0.152338519692421
"1309" 190712.5 315587.5 -0.228356704115868 0.0821046903729439 0.0554183982312679 0.0419344790279865
"1310" 190737.5 315587.5 0.0498235262930393 -0.246529594063759 0.154640227556229 0.148594126105309
"1311" 190762.5 315587.5 -0.0507736429572105 0.0565616339445114 0.132980614900589 -0.062739871442318
"1312" 190787.5 315587.5 0.414455652236938 -0.223502457141876 -0.11675663292408 -0.133591935038567
"1372" 190287.5 315562.5 0.254214406013489 0.350571155548096 0.0208130721002817 0.0801475122570992
"1373" 190312.5 315562.5 0.229063600301743 0.0495132431387901 0.103086851537228 0.104993335902691
"1374" 190337.5 315562.5 0.0549022257328033 -0.0564429126679897 -0.0874271467328072 -0.0475536175072193
"1375" 190362.5 315562.5 -0.281406968832016 0.040977705270052 -0.224743559956551 0.142511323094368
"1376" 190387.5 315562.5 0.0486436225473881 0.00533630978316069 -0.152620762586594 -0.267853945493698
"1377" 190412.5 315562.5 -0.0202111452817917 -0.202707022428513 -0.105016566812992 0.111962020397186
"1378" 190437.5 315562.5 -0.178606867790222 0.17717932164669 0.0868863388895988 -0.00913857016712427
"1379" 190462.5 315562.5 0.0677436217665672 0.0423105582594872 -0.0279513206332922 -0.0265438333153725
"1380" 190487.5 315562.5 -0.119520805776119 0.265188813209534 -0.109584860503674 -0.190366744995117
"1381" 190512.5 315562.5 0.138786837458611 0.139506533741951 -0.26415491104126 0.0278380364179611
"1382" 190537.5 315562.5 -0.219122886657715 0.0632942169904709 -0.195531159639359 -0.0362491048872471
"1383" 190562.5 315562.5 -0.0623200200498104 -0.00983015075325966 0.103657200932503 -0.00261081894859672
"1384" 190587.5 315562.5 0.0895217657089233 0.0968883410096169 0.11213056743145 -0.012951610609889
"1385" 190612.5 315562.5 -0.228100031614304 0.058958325535059 0.259547770023346 0.0782484486699104
"1386" 190637.5 315562.5 0.186701834201813 -0.190737158060074 -0.0177426543086767 0.128207504749298
"1387" 190662.5 315562.5 0.0731139555573463 -0.0930683016777039 0.0216540992259979 0.172031283378601
"1388" 190687.5 315562.5 0.0277589466422796 -0.151056736707687 -0.0866451039910316 -0.271011531352997
"1389" 190712.5 315562.5 -0.213496178388596 0.0204534530639648 0.0745593905448914 0.0387104898691177
"1390" 190737.5 315562.5 0.0399254858493805 -0.0284525584429502 -0.22192756831646 0.119548335671425
"1391" 190762.5 315562.5 -0.267068266868591 -0.0508091598749161 0.143170282244682 0.165726900100708
"1392" 190787.5 315562.5 -0.0269761309027672 0.0341457724571228 -0.054352056235075 0.193744450807571
"1452" 190287.5 315537.5 -0.0915816947817802 -0.0298688188195229 -0.0328148193657398 0.0663796365261078
"1453" 190312.5 315537.5 -0.0432262942194939 0.147200927138329 0.326717495918274 -0.0600563772022724
"1454" 190337.5 315537.5 -0.0317019745707512 -0.207271784543991 0.0802118927240372 0.253844767808914
"1455" 190362.5 315537.5 0.152706488966942 0.214256048202515 -0.0620271153748035 0.000760694849304855
"1456" 190387.5 315537.5 0.101219028234482 -0.194560244679451 -0.135640144348145 0.0616234689950943
"1457" 190412.5 315537.5 0.170603007078171 -0.0679832249879837 0.162977546453476 -0.128651648759842
"1458" 190437.5 315537.5 -0.21213436126709 -0.25516152381897 0.161571800708771 0.179953321814537
"1459" 190462.5 315537.5 -0.124876886606216 -0.0469468012452126 0.0334227681159973 0.16150875389576
"1460" 190487.5 315537.5 -0.0622809156775475 -0.00867521204054356 0.116424776613712 0.0894308164715767
"1461" 190512.5 315537.5 0.202310919761658 -0.138506129384041 -0.0173042416572571 0.181681722402573
"1462" 190537.5 315537.5 0.287816524505615 0.156104445457458 -0.0506945811212063 -0.0634512677788734
"1463" 190562.5 315537.5 0.0134326536208391 -0.0112249040976167 0.0814955234527588 -0.0820025503635406
"1464" 190587.5 315537.5 0.0535212010145187 0.189859569072723 -0.0985180661082268 0.0810524225234985
"1465" 190612.5 315537.5 -0.0258445870131254 -0.0484533682465553 0.382003575563431 -0.13982680439949
"1466" 190637.5 315537.5 -0.109989993274212 -0.0988815501332283 -0.0107342153787613 -0.306884914636612
"1467" 190662.5 315537.5 -0.0460720174014568 -0.306404113769531 0.15882582962513 0.319621294736862
"1468" 190687.5 315537.5 -0.0539811439812183 0.318946272134781 -0.240911319851875 -0.16541014611721
"1469" 190712.5 315537.5 -0.141838774085045 0.101905934512615 0.128038540482521 0.00266802730038762
"1470" 190737.5 315537.5 -0.178400382399559 -0.0283286590129137 -0.0614469833672047 -0.194371208548546
"1471" 190762.5 315537.5 0.0628197714686394 0.0740593075752258 0.156946837902069 -0.158608585596085
"1472" 190787.5 315537.5 -0.180941715836525 -0.0344018712639809 0.0909174904227257 -0.0614892095327377
"1531" 190262.5 315512.5 -0.43024006485939 0.0170501861721277 -0.123651556670666 0.0689386948943138
"1532" 190287.5 315512.5 0.0756256058812141 -0.0344094336032867 -0.104782409965992 0.231042474508286
"1533" 190312.5 315512.5 0.0335007943212986 0.102454349398613 -0.17889803647995 -0.088281437754631
"1534" 190337.5 315512.5 -0.0978914871811867 -0.226842924952507 -0.0949837267398834 0.210777670145035
"1535" 190362.5 315512.5 -0.0766274929046631 0.13787604868412 -0.0462310761213303 0.102396510541439
"1536" 190387.5 315512.5 -0.0714517012238503 -0.00721245491877198 -0.220513448119164 -0.0476108565926552
"1537" 190412.5 315512.5 0.140545234084129 -0.0629919841885567 -0.180487155914307 0.0919205546379089
"1538" 190437.5 315512.5 -0.117730505764484 0.0337127447128296 0.049987867474556 -0.501100063323975
"1539" 190462.5 315512.5 -0.414867341518402 0.0611976720392704 0.0816375240683556 0.121257245540619
"1540" 190487.5 315512.5 -0.104355335235596 0.263852924108505 -0.12709105014801 -0.178095877170563
"1541" 190512.5 315512.5 0.050610214471817 0.0348680131137371 0.148744970560074 -0.113882414996624
"1542" 190537.5 315512.5 -0.0849935859441757 0.134659111499786 0.0736618265509605 0.047404870390892
"1543" 190562.5 315512.5 0.107742585241795 0.274448841810226 0.00444652559235692 0.0647206827998161
"1544" 190587.5 315512.5 0.0603899396955967 -0.0983046591281891 -0.0433881320059299 -0.310142606496811
"1545" 190612.5 315512.5 0.151740074157715 0.0749447867274284 0.0551258288323879 -0.19284825026989
"1546" 190637.5 315512.5 -0.00843779183924198 0.233660161495209 -0.0441022180020809 0.043530959635973
"1547" 190662.5 315512.5 -0.420588314533234 0.0549318306148052 0.153677970170975 -0.223714172840118
"1548" 190687.5 315512.5 -0.0733423978090286 -0.247418522834778 0.158812463283539 0.0951525345444679
"1549" 190712.5 315512.5 -0.13718056678772 0.247767895460129 -0.0547538287937641 -0.00615186104550958
"1550" 190737.5 315512.5 -0.0644058063626289 0.0663267001509666 0.0500279180705547 -0.251204699277878
"1551" 190762.5 315512.5 0.318544775247574 0.210654899477959 0.0183888413012028 0.0048865582793951
"1552" 190787.5 315512.5 0.0951180011034012 -0.0148434666916728 -0.250868618488312 -0.159824043512344
"1553" 190812.5 315512.5 -0.187348216772079 -0.229394152760506 -0.247156858444214 0.0653171837329865
"1611" 190262.5 315487.5 0.363123059272766 0.262390226125717 -0.248879790306091 0.0513570792973042
"1612" 190287.5 315487.5 -0.313412994146347 0.0265305247157812 0.0776974484324455 -0.0303626395761967
"1613" 190312.5 315487.5 -0.0488983020186424 0.0526507310569286 -0.0949642509222031 0.0224070511758327
"1614" 190337.5 315487.5 -0.1272843927145 -0.110384970903397 -0.221753492951393 0.205271989107132
